measure_id,measure_name,location_id,location_name,country_id,sex_id,sex_name,age_group_id,age_group_name,year_id,rei_id,pathogen,categoria,metric_id,metric,value,lower,upper
6,Incidence,126,Costa Rica,CRI,3,Both,26,70+ years,2021,190,Respiratory syncytial virus,,2,Percent,0.000402234,0.00013446,0.000840013
1,Deaths,393,Saint Kitts and Nevis,KNA,3,Both,23,5-14 years,2019,426,Polymicrobial,,1,Number,0.000403457,0.000250841,0.000645571
1,Deaths,10,Cambodia,KHM,3,Both,22,All Ages,2021,190,Respiratory syncytial virus,,2,Percent,0.000403954,0.000125666,0.000903194
1,Deaths,87,Luxembourg,LUX,3,Both,23,5-14 years,1990,426,Polymicrobial,,1,Number,0.000404028,0.00023992,0.000653126
6,Incidence,30,Vanuatu,VUT,3,Both,26,70+ years,2021,190,Respiratory syncytial virus,,2,Percent,0.000404331,0.000203992,0.000664379
6,Incidence,50,Montenegro,MNE,3,Both,25,50-69 years,2021,190,Respiratory syncytial virus,,2,Percent,0.000405446,0.000152501,0.000869255
6,Incidence,95,United Kingdom,GBR,3,Both,1,Under 5,1990,416,Enterobacter spp,,2,Percent,0.000405739,0.000316185,0.000515655
6,Incidence,48,Hungary,HUN,3,Both,25,50-69 years,2021,190,Respiratory syncytial virus,,2,Percent,0.000405953,0.000152469,0.000870077
1,Deaths,116,Saint Lucia,LCA,3,Both,25,50-69 years,2021,190,Respiratory syncytial virus,,1,Number,0.000406807,0.000123413,0.001995827
1,Deaths,367,Monaco,MCO,3,Both,1,Under 5,2019,393,Group B streptococcus,,1,Number,0.00040688,0.000270351,0.000589642
1,Deaths,367,Monaco,MCO,3,Both,23,5-14 years,2019,421,Legionella spp,,1,Number,0.00040733,0.00029881,0.00054099
1,Deaths,17,Sri Lanka,LKA,3,Both,23,5-14 years,2021,190,Respiratory syncytial virus,,2,Percent,0.000407937,8.47E-05,0.001209583
1,Deaths,17,Sri Lanka,LKA,3,Both,24,15-49 years,2021,190,Respiratory syncytial virus,,2,Percent,0.000407937,8.47E-05,0.001209583
6,Incidence,95,United Kingdom,GBR,3,Both,1,Under 5,2019,416,Enterobacter spp,,2,Percent,0.000407953,0.000322929,0.000509653
6,Incidence,66,Brunei Darussalam,BRN,3,Both,1,Under 5,2021,190,Respiratory syncytial virus,,2,Percent,0.000408583,7.43E-05,0.001860304
1,Deaths,367,Monaco,MCO,3,Both,23,5-14 years,1990,424,Other bacterial pathogen,,1,Number,0.0004088,0.000297719,0.000538472
6,Incidence,114,Haiti,HTI,3,Both,23,5-14 years,2021,187,Influenza,,2,Percent,0.000409364,0.000139003,0.002005998
6,Incidence,114,Haiti,HTI,3,Both,24,15-49 years,2021,187,Influenza,,2,Percent,0.000409364,0.000139003,0.002005998
6,Incidence,71,Australia,AUS,3,Both,22,All Ages,2021,190,Respiratory syncytial virus,,2,Percent,0.000409597,0.000109511,0.000921011
1,Deaths,396,San Marino,SMR,3,Both,23,5-14 years,2019,187,Influenza,,1,Number,0.000410083,0.000304798,0.000550717
6,Incidence,114,Haiti,HTI,3,Both,25,50-69 years,2021,187,Influenza,,2,Percent,0.000413182,0.000140613,0.002038197
1,Deaths,55,Slovenia,SVN,3,Both,23,5-14 years,2021,190,Respiratory syncytial virus,,2,Percent,0.000414627,8.82E-05,0.001243361
1,Deaths,55,Slovenia,SVN,3,Both,24,15-49 years,2021,190,Respiratory syncytial virus,,2,Percent,0.000414627,8.82E-05,0.001243361
6,Incidence,82,Greece,GRC,3,Both,23,5-14 years,2021,187,Influenza,,2,Percent,0.000414633,7.82E-05,0.001285237
6,Incidence,82,Greece,GRC,3,Both,24,15-49 years,2021,187,Influenza,,2,Percent,0.000414633,7.82E-05,0.001285237
1,Deaths,19,Timor-Leste,TLS,3,Both,23,5-14 years,2021,190,Respiratory syncytial virus,,2,Percent,0.000416336,0.000210208,0.000690786
1,Deaths,19,Timor-Leste,TLS,3,Both,24,15-49 years,2021,190,Respiratory syncytial virus,,2,Percent,0.000416336,0.000210208,0.000690786
1,Deaths,393,Saint Kitts and Nevis,KNA,3,Both,23,5-14 years,2020,426,Polymicrobial,,1,Number,0.00041844,0.000258755,0.000675925
1,Deaths,74,Andorra,AND,3,Both,1,Under 5,2020,393,Group B streptococcus,,1,Number,0.000418871,0.000288121,0.000572629
1,Deaths,11,Indonesia,IDN,3,Both,23,5-14 years,2021,190,Respiratory syncytial virus,,2,Percent,0.000419784,0.000161991,0.000834155
1,Deaths,11,Indonesia,IDN,3,Both,24,15-49 years,2021,190,Respiratory syncytial virus,,2,Percent,0.000419784,0.000161991,0.000834155
1,Deaths,396,San Marino,SMR,3,Both,1,Under 5,1990,421,Legionella spp,,1,Number,0.000421462,0.000275805,0.000625511
1,Deaths,90,Norway,NOR,3,Both,23,5-14 years,2021,190,Respiratory syncytial virus,,1,Number,0.000421552,7.62E-05,0.001372046
1,Deaths,393,Saint Kitts and Nevis,KNA,3,Both,1,Under 5,2021,187,Influenza,,1,Number,0.000422608,0.000132494,0.002019049
1,Deaths,43,Albania,ALB,3,Both,22,All Ages,2021,190,Respiratory syncytial virus,,2,Percent,0.00042323,0.000154101,0.000941249
6,Incidence,82,Greece,GRC,3,Both,25,50-69 years,2021,187,Influenza,,2,Percent,0.000423507,8.05E-05,0.001308306
1,Deaths,396,San Marino,SMR,3,Both,23,5-14 years,2021,428,Staphylococcus aureus,,1,Number,0.000423625,0.000302284,0.00058178
6,Incidence,114,Haiti,HTI,3,Both,1,Under 5,2021,187,Influenza,,2,Percent,0.000424714,0.000145643,0.002107374
1,Deaths,95,United Kingdom,GBR,3,Both,1,Under 5,2020,418,Fungus,,2,Percent,0.000428208,0.00030374,0.000584359
6,Incidence,45,Bulgaria,BGR,3,Both,23,5-14 years,2021,190,Respiratory syncytial virus,,2,Percent,0.000428212,0.000160892,0.000914082
6,Incidence,45,Bulgaria,BGR,3,Both,24,15-49 years,2021,190,Respiratory syncytial virus,,2,Percent,0.000428212,0.000160892,0.000914082
6,Incidence,38,Mongolia,MNG,3,Both,26,70+ years,2021,190,Respiratory syncytial virus,,2,Percent,0.000428259,2.73E-05,0.001673292
6,Incidence,46,Croatia,HRV,3,Both,26,70+ years,2021,190,Respiratory syncytial virus,,2,Percent,0.000429718,0.000165614,0.000915925
1,Deaths,396,San Marino,SMR,3,Both,23,5-14 years,1990,423,Mycoplasma,,1,Number,0.000429784,0.000323404,0.000566793
6,Incidence,47,Czechia,CZE,3,Both,26,70+ years,2021,190,Respiratory syncytial virus,,2,Percent,0.000430298,0.000165654,0.000916642
1,Deaths,396,San Marino,SMR,3,Both,1,Under 5,2020,420,Klebsiella pneumoniae,,1,Number,0.000432481,0.00028904,0.000642925
6,Incidence,127,El Salvador,SLV,3,Both,25,50-69 years,2021,190,Respiratory syncytial virus,,2,Percent,0.00043356,9.22E-05,0.001075574
1,Deaths,367,Monaco,MCO,3,Both,1,Under 5,1990,416,Enterobacter spp,,1,Number,0.000433699,0.00027584,0.000680009
6,Incidence,52,Romania,ROU,3,Both,22,All Ages,2021,190,Respiratory syncytial virus,,2,Percent,0.000434267,5.75E-05,0.001474461
6,Incidence,35,Georgia,GEO,3,Both,22,All Ages,2021,190,Respiratory syncytial virus,,2,Percent,0.000434689,0.000101893,0.001445796
1,Deaths,50,Montenegro,MNE,3,Both,23,5-14 years,2021,187,Influenza,,1,Number,0.000436766,0.000157556,0.000982677
1,Deaths,416,Tuvalu,TUV,3,Both,23,5-14 years,2019,426,Polymicrobial,,1,Number,0.000436868,0.00026962,0.000671296
1,Deaths,20,Viet Nam,VNM,3,Both,25,50-69 years,2021,190,Respiratory syncytial virus,,2,Percent,0.000437477,0.00012087,0.001009508
6,Incidence,55,Slovenia,SVN,3,Both,26,70+ years,2021,190,Respiratory syncytial virus,,2,Percent,0.000437506,9.08E-05,0.001386741
1,Deaths,87,Luxembourg,LUX,3,Both,23,5-14 years,2019,416,Enterobacter spp,,1,Number,0.000438514,0.000348083,0.000540251
1,Deaths,15,Myanmar,MMR,3,Both,23,5-14 years,2021,190,Respiratory syncytial virus,,2,Percent,0.000438569,0.000221358,0.000723227
1,Deaths,15,Myanmar,MMR,3,Both,24,15-49 years,2021,190,Respiratory syncytial virus,,2,Percent,0.000438569,0.000221358,0.000723227
1,Deaths,367,Monaco,MCO,3,Both,23,5-14 years,1990,419,Haemophilus influenzae,,1,Number,0.000438734,0.000324646,0.000567511
6,Incidence,81,Germany,DEU,3,Both,25,50-69 years,2021,190,Respiratory syncytial virus,,2,Percent,0.000439759,0.000147772,0.001045978
1,Deaths,183,Mauritius,MUS,3,Both,26,70+ years,2021,190,Respiratory syncytial virus,,2,Percent,0.000439763,0.000217189,0.000752424
1,Deaths,74,Andorra,AND,3,Both,23,5-14 years,2019,421,Legionella spp,,1,Number,0.000440176,0.000332242,0.000566917
6,Incidence,114,Haiti,HTI,3,Both,22,All Ages,2021,187,Influenza,,2,Percent,0.000440689,0.000150669,0.002178709
1,Deaths,66,Brunei Darussalam,BRN,3,Both,1,Under 5,2021,190,Respiratory syncytial virus,,1,Number,0.000440812,6.75E-05,0.002138537
6,Incidence,23,Kiribati,KIR,3,Both,25,50-69 years,2021,190,Respiratory syncytial virus,,2,Percent,0.000444912,0.000228785,0.00073101
1,Deaths,396,San Marino,SMR,3,Both,24,15-49 years,2020,416,Enterobacter spp,,1,Number,0.000446533,0.000253297,0.000649206
1,Deaths,44,Bosnia and Herzegovina,BIH,3,Both,23,5-14 years,2021,190,Respiratory syncytial virus,,1,Number,0.000446874,0.000159947,0.000959524
1,Deaths,105,Antigua and Barbuda,ATG,3,Both,23,5-14 years,2019,426,Polymicrobial,,1,Number,0.000447862,0.000279553,0.000683264
1,Deaths,24,Marshall Islands,MHL,3,Both,23,5-14 years,2021,190,Respiratory syncytial virus,,2,Percent,0.000449453,0.000228446,0.000739136
1,Deaths,24,Marshall Islands,MHL,3,Both,24,15-49 years,2021,190,Respiratory syncytial virus,,2,Percent,0.000449453,0.000228446,0.000739136
6,Incidence,126,Costa Rica,CRI,3,Both,25,50-69 years,2021,190,Respiratory syncytial virus,,2,Percent,0.000449784,0.000148688,0.000940515
1,Deaths,95,United Kingdom,GBR,3,Both,23,5-14 years,2020,426,Polymicrobial,,2,Percent,0.000450335,0.000251035,0.000737688
1,Deaths,58,Estonia,EST,3,Both,22,All Ages,2021,190,Respiratory syncytial virus,,2,Percent,0.00045108,9.23E-05,0.001233127
1,Deaths,416,Tuvalu,TUV,3,Both,23,5-14 years,2020,426,Polymicrobial,,1,Number,0.00045141,0.00027506,0.000704035
6,Incidence,72,New Zealand,NZL,3,Both,22,All Ages,2021,190,Respiratory syncytial virus,,2,Percent,0.00045178,0.000123388,0.001019963
1,Deaths,69,Singapore,SGP,3,Both,23,5-14 years,2021,190,Respiratory syncytial virus,,1,Number,0.000452363,5.00E-05,0.001553476
6,Incidence,26,Papua New Guinea,PNG,3,Both,25,50-69 years,2021,190,Respiratory syncytial virus,,2,Percent,0.000453788,0.000232796,0.000746015
1,Deaths,186,Seychelles,SYC,3,Both,25,50-69 years,2021,190,Respiratory syncytial virus,,2,Percent,0.000454001,0.000230082,0.000766095
6,Incidence,49,North Macedonia,MKD,3,Both,23,5-14 years,2021,190,Respiratory syncytial virus,,2,Percent,0.000454869,0.000171407,0.000968505
6,Incidence,49,North Macedonia,MKD,3,Both,24,15-49 years,2021,190,Respiratory syncytial virus,,2,Percent,0.000454869,0.000171407,0.000968505
6,Incidence,44,Bosnia and Herzegovina,BIH,3,Both,23,5-14 years,2021,190,Respiratory syncytial virus,,2,Percent,0.000455228,0.000171668,0.000969291
6,Incidence,44,Bosnia and Herzegovina,BIH,3,Both,24,15-49 years,2021,190,Respiratory syncytial virus,,2,Percent,0.000455228,0.000171668,0.000969291
6,Incidence,30,Vanuatu,VUT,3,Both,25,50-69 years,2021,190,Respiratory syncytial virus,,2,Percent,0.000455776,0.000233249,0.000748994
1,Deaths,90,Norway,NOR,3,Both,26,70+ years,2021,190,Respiratory syncytial virus,,2,Percent,0.000455858,8.43E-05,0.001442705
1,Deaths,50,Montenegro,MNE,3,Both,23,5-14 years,2020,426,Polymicrobial,,1,Number,0.000456028,0.000241557,0.000809132
1,Deaths,95,United Kingdom,GBR,3,Both,24,15-49 years,2019,426,Polymicrobial,,2,Percent,0.000456162,0.000256542,0.000760184
1,Deaths,396,San Marino,SMR,3,Both,23,5-14 years,2020,428,Staphylococcus aureus,,1,Number,0.000456183,0.000329963,0.000621024
1,Deaths,114,Haiti,HTI,3,Both,25,50-69 years,2021,187,Influenza,,2,Percent,0.000456698,0.000128933,0.002183207
1,Deaths,74,Andorra,AND,3,Both,1,Under 5,2019,393,Group B streptococcus,,1,Number,0.000457091,0.000312069,0.000624507
1,Deaths,74,Andorra,AND,3,Both,23,5-14 years,2021,427,Pseudomonas aeruginosa,,1,Number,0.000457369,0.000334044,0.000615415
1,Deaths,416,Tuvalu,TUV,3,Both,23,5-14 years,2021,426,Polymicrobial,,1,Number,0.000458024,0.000274113,0.000707702
1,Deaths,54,Slovakia,SVK,3,Both,22,All Ages,2021,190,Respiratory syncytial virus,,2,Percent,0.000458598,0.000128695,0.001116471
1,Deaths,98,Chile,CHL,3,Both,26,70+ years,2021,190,Respiratory syncytial virus,,2,Percent,0.000460194,0.000127706,0.001009961
1,Deaths,23,Kiribati,KIR,3,Both,23,5-14 years,2021,190,Respiratory syncytial virus,,1,Number,0.000460359,0.000209586,0.000835745
1,Deaths,380,Palau,PLW,3,Both,25,50-69 years,2021,190,Respiratory syncytial virus,,2,Percent,0.000461204,0.000234191,0.000768863
1,Deaths,14,Maldives,MDV,3,Both,26,70+ years,2021,190,Respiratory syncytial virus,,2,Percent,0.000461644,0.000230086,0.000782102
1,Deaths,396,San Marino,SMR,3,Both,1,Under 5,2021,427,Pseudomonas aeruginosa,,1,Number,0.000463566,0.000270785,0.000718729
1,Deaths,88,Malta,MLT,3,Both,23,5-14 years,2020,426,Polymicrobial,,1,Number,0.000463647,0.000254443,0.000769242
1,Deaths,367,Monaco,MCO,3,Both,1,Under 5,2020,424,Other bacterial pathogen,,1,Number,0.000465212,0.000331997,0.000645702
1,Deaths,127,El Salvador,SLV,3,Both,22,All Ages,2021,190,Respiratory syncytial virus,,2,Percent,0.000465815,9.33E-05,0.001193229
1,Deaths,416,Tuvalu,TUV,3,Both,23,5-14 years,2021,187,Influenza,,1,Number,0.000466491,0.000223875,0.000790668
1,Deaths,74,Andorra,AND,3,Both,1,Under 5,1990,418,Fungus,,1,Number,0.000466703,0.000277229,0.00076539
1,Deaths,90,Norway,NOR,3,Both,22,All Ages,2021,190,Respiratory syncytial virus,,2,Percent,0.000468585,8.67E-05,0.001484833
6,Incidence,24,Marshall Islands,MHL,3,Both,26,70+ years,2021,190,Respiratory syncytial virus,,2,Percent,0.000468832,0.000237965,0.000771945
1,Deaths,367,Monaco,MCO,3,Both,1,Under 5,2020,421,Legionella spp,,1,Number,0.000469136,0.000306566,0.000673981
6,Incidence,17,Sri Lanka,LKA,3,Both,26,70+ years,2021,190,Respiratory syncytial virus,,2,Percent,0.000470073,0.000102508,0.001343662
1,Deaths,367,Monaco,MCO,3,Both,23,5-14 years,2020,420,Klebsiella pneumoniae,,1,Number,0.000471477,0.000358628,0.000610927
6,Incidence,95,United Kingdom,GBR,3,Both,1,Under 5,2019,421,Legionella spp,,2,Percent,0.000472319,0.000340307,0.000647974
1,Deaths,416,Tuvalu,TUV,3,Both,23,5-14 years,2020,190,Respiratory syncytial virus,,1,Number,0.000472441,0.000314924,0.000682308
6,Incidence,95,United Kingdom,GBR,3,Both,22,All Ages,2019,414,Acinetobacter baumannii,,2,Percent,0.000472652,0.000415854,0.000532371
6,Incidence,19,Timor-Leste,TLS,3,Both,26,70+ years,2021,190,Respiratory syncytial virus,,2,Percent,0.000472816,0.000238985,0.000773518
6,Incidence,46,Croatia,HRV,3,Both,25,50-69 years,2021,190,Respiratory syncytial virus,,2,Percent,0.000474972,0.000179143,0.00101795
1,Deaths,82,Greece,GRC,3,Both,25,50-69 years,2021,187,Influenza,,2,Percent,0.000475103,9.06E-05,0.001466351
6,Incidence,47,Czechia,CZE,3,Both,25,50-69 years,2021,190,Respiratory syncytial virus,,2,Percent,0.00047598,0.000179636,0.001021206
6,Incidence,38,Mongolia,MNG,3,Both,25,50-69 years,2021,190,Respiratory syncytial virus,,2,Percent,0.000480748,3.06E-05,0.00192226
6,Incidence,11,Indonesia,IDN,3,Both,26,70+ years,2021,190,Respiratory syncytial virus,,2,Percent,0.000481559,0.000189029,0.000958688
1,Deaths,82,Greece,GRC,3,Both,1,Under 5,2021,187,Influenza,,2,Percent,0.000482321,9.15E-05,0.001485049
6,Incidence,43,Albania,ALB,3,Both,23,5-14 years,2021,190,Respiratory syncytial virus,,2,Percent,0.00048269,0.000181613,0.001032418
6,Incidence,43,Albania,ALB,3,Both,24,15-49 years,2021,190,Respiratory syncytial virus,,2,Percent,0.00048269,0.000181613,0.001032418
6,Incidence,55,Slovenia,SVN,3,Both,25,50-69 years,2021,190,Respiratory syncytial virus,,2,Percent,0.000483467,0.000100381,0.001522292
1,Deaths,59,Latvia,LVA,3,Both,23,5-14 years,2021,187,Influenza,,1,Number,0.000483781,1.96E-05,0.002577745
1,Deaths,28,Solomon Islands,SLB,3,Both,23,5-14 years,2021,190,Respiratory syncytial virus,,2,Percent,0.000484798,0.000245739,0.00080194
1,Deaths,28,Solomon Islands,SLB,3,Both,24,15-49 years,2021,190,Respiratory syncytial virus,,2,Percent,0.000484798,0.000245739,0.00080194
1,Deaths,380,Palau,PLW,3,Both,23,5-14 years,1990,426,Polymicrobial,,1,Number,0.000485028,0.000282095,0.000783179
1,Deaths,95,United Kingdom,GBR,3,Both,1,Under 5,2021,418,Fungus,,2,Percent,0.000485134,0.000339334,0.000662493
1,Deaths,369,Nauru,NRU,3,Both,26,70+ years,2021,190,Respiratory syncytial virus,,1,Number,0.000485725,0.000164242,0.001571245
6,Incidence,69,Singapore,SGP,3,Both,1,Under 5,2021,187,Influenza,,2,Percent,0.000486343,5.35E-05,0.001671288
1,Deaths,416,Tuvalu,TUV,3,Both,23,5-14 years,2021,190,Respiratory syncytial virus,,2,Percent,0.000486456,0.000245812,0.000805876
1,Deaths,416,Tuvalu,TUV,3,Both,24,15-49 years,2021,190,Respiratory syncytial virus,,2,Percent,0.000486456,0.000245812,0.000805876
1,Deaths,74,Andorra,AND,3,Both,23,5-14 years,2020,427,Pseudomonas aeruginosa,,1,Number,0.000488019,0.000361052,0.000639856
1,Deaths,380,Palau,PLW,3,Both,23,5-14 years,2019,416,Enterobacter spp,,1,Number,0.00049093,0.00036925,0.000626445
1,Deaths,87,Luxembourg,LUX,3,Both,23,5-14 years,2020,415,Chlamydia spp,,1,Number,0.00049141,0.000388869,0.00059478
6,Incidence,15,Myanmar,MMR,3,Both,26,70+ years,2021,190,Respiratory syncytial virus,,2,Percent,0.000493416,0.00024972,0.000807066
6,Incidence,95,United Kingdom,GBR,3,Both,1,Under 5,2020,416,Enterobacter spp,,2,Percent,0.000493631,0.000391663,0.000616285
1,Deaths,367,Monaco,MCO,3,Both,23,5-14 years,2021,420,Klebsiella pneumoniae,,1,Number,0.000494161,0.000376178,0.000644403
6,Incidence,95,United Kingdom,GBR,3,Both,26,70+ years,2019,414,Acinetobacter baumannii,,2,Percent,0.000494865,0.000431193,0.000562102
6,Incidence,111,Dominican Republic,DOM,3,Both,1,Under 5,2021,187,Influenza,,2,Percent,0.000495977,0.00017008,0.002437792
1,Deaths,396,San Marino,SMR,3,Both,1,Under 5,2019,420,Klebsiella pneumoniae,,1,Number,0.000497246,0.000344573,0.000711883
1,Deaths,55,Slovenia,SVN,3,Both,23,5-14 years,2021,190,Respiratory syncytial virus,,1,Number,0.000497824,0.000102239,0.001540956
1,Deaths,34,Azerbaijan,AZE,3,Both,26,70+ years,2021,190,Respiratory syncytial virus,,2,Percent,0.000498685,0.000105388,0.001237152
6,Incidence,95,United Kingdom,GBR,3,Both,23,5-14 years,1990,416,Enterobacter spp,,2,Percent,0.000498915,0.000433446,0.000573672
6,Incidence,108,Belize,BLZ,3,Both,1,Under 5,2021,187,Influenza,,2,Percent,0.000499342,0.000172282,0.00247587
1,Deaths,367,Monaco,MCO,3,Both,23,5-14 years,2019,427,Pseudomonas aeruginosa,,1,Number,0.000499944,0.000365438,0.000664406
6,Incidence,53,Serbia,SRB,3,Both,23,5-14 years,2021,190,Respiratory syncytial virus,,2,Percent,0.000500535,0.000187982,0.001063551
6,Incidence,53,Serbia,SRB,3,Both,24,15-49 years,2021,190,Respiratory syncytial virus,,2,Percent,0.000500535,0.000187982,0.001063551
1,Deaths,367,Monaco,MCO,3,Both,1,Under 5,2020,416,Enterobacter spp,,1,Number,0.000501017,0.000348452,0.000714972
1,Deaths,369,Nauru,NRU,3,Both,26,70+ years,2021,190,Respiratory syncytial virus,,2,Percent,0.000501184,0.000172153,0.001660366
6,Incidence,57,Belarus,BLR,3,Both,1,Under 5,2019,426,Polymicrobial,,2,Percent,0.00050304,0.000299598,0.000794623
1,Deaths,367,Monaco,MCO,3,Both,1,Under 5,1990,426,Polymicrobial,,1,Number,0.000503468,0.000211439,0.00103523
1,Deaths,95,United Kingdom,GBR,3,Both,23,5-14 years,2021,426,Polymicrobial,,2,Percent,0.000503691,0.000281358,0.000818064
1,Deaths,83,Iceland,ISL,3,Both,23,5-14 years,2019,416,Enterobacter spp,,1,Number,0.000505228,0.000410488,0.000615521
1,Deaths,25,Micronesia (Federated States of),FSM,3,Both,23,5-14 years,2021,190,Respiratory syncytial virus,,2,Percent,0.000506899,0.000257299,0.000833797
1,Deaths,25,Micronesia (Federated States of),FSM,3,Both,24,15-49 years,2021,190,Respiratory syncytial virus,,2,Percent,0.000506899,0.000257299,0.000833797
1,Deaths,183,Mauritius,MUS,3,Both,25,50-69 years,2021,190,Respiratory syncytial virus,,2,Percent,0.000507421,0.000256318,0.000857852
6,Incidence,108,Belize,BLZ,3,Both,23,5-14 years,2021,187,Influenza,,2,Percent,0.000508093,0.00017444,0.002484065
6,Incidence,108,Belize,BLZ,3,Both,24,15-49 years,2021,187,Influenza,,2,Percent,0.000508093,0.00017444,0.002484065
1,Deaths,367,Monaco,MCO,3,Both,23,5-14 years,1990,420,Klebsiella pneumoniae,,1,Number,0.0005102,0.000377705,0.000666273
1,Deaths,396,San Marino,SMR,3,Both,1,Under 5,1990,415,Chlamydia spp,,1,Number,0.000510692,0.000366083,0.000699717
6,Incidence,109,Cuba,CUB,3,Both,1,Under 5,2021,187,Influenza,,2,Percent,0.000511708,0.000176118,0.002536518
1,Deaths,396,San Marino,SMR,3,Both,23,5-14 years,2019,428,Staphylococcus aureus,,1,Number,0.000514132,0.000381302,0.000700803
1,Deaths,367,Monaco,MCO,3,Both,24,15-49 years,1990,426,Polymicrobial,,1,Number,0.000514204,0.000291158,0.000854616
6,Incidence,8,Taiwan (Province of China),TWN,3,Both,1,Under 5,2019,414,Acinetobacter baumannii,,2,Percent,0.000514453,0.000371377,0.000711447
6,Incidence,10,Cambodia,KHM,3,Both,22,All Ages,2021,190,Respiratory syncytial virus,,2,Percent,0.000515707,0.00017134,0.001069969
6,Incidence,116,Saint Lucia,LCA,3,Both,1,Under 5,2021,187,Influenza,,2,Percent,0.000516416,0.000178162,0.002559416
6,Incidence,110,Dominica,DMA,3,Both,1,Under 5,2021,187,Influenza,,2,Percent,0.000516622,0.000178166,0.002562322
6,Incidence,110,Dominica,DMA,3,Both,23,5-14 years,2021,187,Influenza,,2,Percent,0.000516847,0.000177336,0.002524378
